"";"station";"name";"date";"awnd";"pgtm";"prcp";"snow";"snwd";"tavg";"tmax";"tmin";"wdf2";"wdf5";"wsf2";"wsf5";"wt01";"wt02";"wt03";"wt08"
"150";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-23";"";NA;"0.90";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"151";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-24";"";NA;"0.21";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"152";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"153";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"154";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"155";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"156";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"157";"US1NJMD0074";"HIGHLAND PARK 0.5 E, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"158";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-23";"";NA;"1.97";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"159";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-24";"";NA;"0.16";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"160";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"161";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"162";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"163";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"164";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"165";"US1NJPS0042";"WAYNE TWP 2.3 ESE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"166";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"167";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-23";"";NA;"1.82";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"168";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-24";"";NA;"0.24";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"169";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"170";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"171";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"172";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"173";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"174";"US1NJMS0040";"CHATHAM 0.6 NW, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"175";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"176";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-23";"";NA;"1.33";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"177";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-24";"";NA;"0.19";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"178";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"179";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"180";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"181";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"182";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"183";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"184";"US1NJUN0003";"LINDEN 2.2 NW, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"185";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"186";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-23";"";NA;"1.98";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"187";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-24";"";NA;"0.05";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"188";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"189";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"190";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"191";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"192";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"193";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"194";"US1NJBG0003";"TENAFLY 1.3 W, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"195";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-22";"12.97";NA;"0.14";"0.0";"0.0";37;11,67;-2,22;70;70;"28.0";"38.0";1;NA;NA;NA
"196";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-23";"30.42";NA;"0.30";"0.0";"0.0";45;13,33;-12,78;260;260;"48.1";"57.9";1;NA;NA;NA
"197";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-24";"25.05";NA;"0.00";"0.0";"0.0";11;-8,89;-13,89;260;250;"33.1";"40.0";NA;NA;NA;NA
"198";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-25";"20.13";NA;"0.00";"0.0";"0.0";20;-2,22;-10;250;240;"29.1";"36.9";NA;NA;NA;NA
"199";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-26";"12.75";NA;"0.00";"0.0";"0.0";23;-1,67;-7,78;290;290;"21.0";"25.1";NA;NA;NA;NA
"200";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-27";"10.74";NA;"0.00";"0.0";"0.0";30;1,67;-2,22;270;270;"16.1";"19.9";NA;NA;NA;NA
"201";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-28";"8.50";NA;"0.00";"0.0";"0.0";36;7,22;-2,78;230;200;"14.1";"19.0";NA;NA;NA;NA
"202";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-29";"7.16";NA;"0.00";"0.0";"0.0";39;7,78;0;230;230;"15.0";"18.1";NA;NA;NA;NA
"203";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-30";"6.26";NA;"0.00";"0.0";"0.0";42;10,56;1,11;190;180;"13.0";"15.0";1;NA;NA;NA
"204";"USW00094789";"JFK INTERNATIONAL AIRPORT, NY US";"2022-12-31";"2.91";NA;"0.27";"0.0";"0.0";46;10,56;5;240;240;"10.1";"12.1";1;1;NA;NA
"205";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-22";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"206";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-23";"";NA;"1.72";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"207";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-24";"";NA;"0.44";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"208";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-25";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"209";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-26";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"210";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-27";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"211";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-28";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"212";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-29";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"213";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-30";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"214";"USC00289187";"WANAQUE RAYMOND DAM, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"215";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"216";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-23";"";NA;"1.55";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"217";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-24";"";NA;"0.25";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"218";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"219";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"220";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"221";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"222";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"223";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"224";"US1NJMS0059";"MADISON 0.8 WSW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"225";"US1NJES0041";"LIVINGSTON TWP 2.0 NNE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"226";"US1NJES0041";"LIVINGSTON TWP 2.0 NNE, NJ US";"2022-12-23";"";NA;"1.60";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"227";"US1NJES0041";"LIVINGSTON TWP 2.0 NNE, NJ US";"2022-12-24";"";NA;"0.15";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"228";"US1NJES0041";"LIVINGSTON TWP 2.0 NNE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"229";"US1NJES0041";"LIVINGSTON TWP 2.0 NNE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"230";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"231";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-23";"";NA;"1.96";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"232";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-24";"";NA;"0.16";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"233";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"234";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"235";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"236";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"237";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"238";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"239";"US1NJES0040";"VERONA TWP 0.8 W, NJ US";"2022-12-31";"";NA;"0.00";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"240";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;3,89;-3,89;NA;NA;"";"";NA;NA;NA;NA
"241";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-23";"";NA;"0.82";"0.0";"0.0";NA;12,78;3,89;NA;NA;"";"";NA;NA;NA;NA
"242";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-24";"";NA;"0.12";"0.0";"0.0";NA;9,44;-14,44;NA;NA;"";"";NA;NA;NA;NA
"243";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;-9,44;-15;NA;NA;"";"";NA;NA;NA;NA
"244";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;-3,33;-10;NA;NA;"";"";NA;NA;NA;NA
"245";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;-2,22;-8,89;NA;NA;"";"";NA;NA;NA;NA
"246";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;2,22;-5;NA;NA;"";"";NA;NA;NA;NA
"247";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;8,89;-5;NA;NA;"";"";NA;NA;NA;NA
"248";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;10,56;0;NA;NA;"";"";NA;NA;NA;NA
"249";"USC00284987";"LONG BRANCH OAKHURST, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;13,89;1,11;NA;NA;"";"";NA;NA;NA;NA
"250";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"251";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-23";"";NA;"1.82";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"252";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-24";"";NA;"0.06";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"253";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"254";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"255";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"256";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"257";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"258";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"259";"US1NJBG0018";"PALISADES PARK 0.2 WNW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"260";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"261";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-23";"";NA;"1.86";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"262";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-24";"";NA;"0.21";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"263";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"264";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"265";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"266";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"267";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"268";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"269";"US1NJBG0017";"GLEN ROCK 0.7 SSE, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"270";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"271";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-23";"";NA;"1.78";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"272";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-24";"";NA;"0.10";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"273";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"274";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"275";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"276";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"277";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"278";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"279";"US1NJBG0015";"NORTH ARLINGTON 0.7 WNW, NJ US";"2022-12-31";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"280";"US1NYWC0019";"ELMSFORD 0.8 SSW, NY US";"2022-12-23";"";NA;"1.77";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"281";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-22";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"282";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-23";"";NA;"0.53";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"283";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-24";"";NA;"0.08";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"284";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-25";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"285";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-26";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"286";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-27";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"287";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-28";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"288";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-29";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"289";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-30";"";NA;"0.00";"0.0";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"290";"US1NYNS0007";"FLORAL PARK 0.4 W, NY US";"2022-12-31";"";NA;"0.02";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"291";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"292";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-23";"";NA;"1.11";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"293";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-24";"";NA;"0.18";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"294";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-25";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"295";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-26";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"296";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-27";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"297";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-28";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"298";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-29";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"299";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-30";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"300";"US1NYWC0018";"ARMONK 0.3 SE, NY US";"2022-12-31";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"301";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-22";"";NA;"0.00";"0.0";"0.0";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
"302";"US1NJMS0108";"MONTVILLE TWP 0.4 E, NJ US";"2022-12-23";"";NA;"1.65";"";"";NA;NA;NA;NA;NA;"";"";NA;NA;NA;NA
